ALARM_NUMBER,ALARM_TYPE,SEVERITY,ALARM_TIME,CANCEL_STATE,CANCEL_TIME,NAME,CONSECUTIVE_NUMBER,ALARM_INSERTION_TIME,ALARM_UPDATE_TIME
7786,,Major,7/9/2020 2:41,TRUE,7/9/2020 2:42,3G_ZG002,,,
7706,,Major,7/9/2020 2:40,TRUE,7/9/2020 2:42,2G_KLK020,,,
7706,,Major,7/9/2020 2:39,TRUE,7/9/2020 2:40,2G_KLK020,,,
7706,,Major,7/9/2020 2:38,TRUE,7/9/2020 2:38,2G_KLK020,,,
7706,,Major,7/9/2020 2:36,TRUE,7/9/2020 2:37,2G_KLK020,,,
7706,,Major,7/9/2020 2:35,TRUE,7/9/2020 2:35,2G_KLK020,,,
7706,,Major,7/9/2020 2:33,TRUE,7/9/2020 2:34,2G_KLK020,,,
7706,,Major,7/9/2020 2:32,TRUE,7/9/2020 2:33,2G_KLK020,,,
7706,,Major,7/9/2020 2:29,TRUE,7/9/2020 2:31,2G_KLK020,,,
7706,,Major,7/9/2020 2:27,TRUE,7/9/2020 2:28,2G_KLK020,,,
7706,,Major,7/9/2020 2:25,TRUE,7/9/2020 2:26,2G_KLK020,,,
7786,,Major,7/9/2020 2:25,TRUE,7/9/2020 2:25,3G_ZG002,,,
7786,,Major,7/9/2020 2:25,TRUE,7/9/2020 2:25,3G_ZG051,,,
7786,,Major,7/9/2020 2:25,TRUE,7/9/2020 2:25,3G_ZG004,,,
7786,,Major,7/9/2020 2:25,TRUE,7/9/2020 2:25,3G_ZG052,,,
7706,,Major,7/9/2020 2:24,TRUE,7/9/2020 2:24,2G_KLK020,,,
7706,,Major,7/9/2020 2:22,TRUE,7/9/2020 2:23,2G_KLK020,,,
7706,,Major,7/9/2020 2:20,TRUE,7/9/2020 2:21,2G_KLK020,,,
7706,,Major,7/9/2020 2:17,TRUE,7/9/2020 2:18,2G_KLK020,,,
7706,,Major,7/9/2020 2:15,TRUE,7/9/2020 2:15,2G_KLK020,,,
7706,,Major,7/9/2020 2:13,TRUE,7/9/2020 2:14,2G_KLK020,,,
7786,,Major,7/9/2020 2:12,TRUE,7/9/2020 2:13,3G_ZG004,,,
7706,,Major,7/9/2020 2:10,TRUE,7/9/2020 2:10,2G_KLK020,,,
7706,,Major,7/9/2020 2:07,TRUE,7/9/2020 2:08,2G_KLK020,,,
7706,,Major,7/9/2020 2:05,TRUE,7/9/2020 2:06,2G_KLK020,,,
7706,,Major,7/9/2020 2:03,TRUE,7/9/2020 2:05,2G_KLK020,,,
7706,,Major,7/9/2020 2:01,TRUE,7/9/2020 2:02,2G_KLK020,,,
7706,,Major,7/9/2020 1:59,TRUE,7/9/2020 2:00,2G_KLK020,,,
7706,,Major,7/9/2020 1:57,TRUE,7/9/2020 1:59,2G_KLK020,,,
7706,,Major,7/9/2020 1:52,TRUE,7/9/2020 1:53,2G_KLK020,,,
7706,,Major,7/9/2020 1:48,TRUE,7/9/2020 1:50,2G_KLK020,,,
7706,,Major,7/9/2020 1:46,TRUE,7/9/2020 1:48,2G_KLK020,,,
7706,,Major,7/9/2020 1:45,TRUE,7/9/2020 1:46,2G_KLK020,,,
7706,,Major,7/9/2020 1:43,TRUE,7/9/2020 1:44,2G_KLK020,,,
7706,,Major,7/9/2020 1:41,TRUE,7/9/2020 1:42,2G_KLK020,,,
7706,,Major,7/9/2020 1:39,TRUE,7/9/2020 1:40,2G_KLK020,,,
7706,,Major,7/9/2020 1:38,TRUE,7/9/2020 1:38,2G_KLK020,,,
7706,,Major,7/9/2020 1:37,TRUE,7/9/2020 1:37,2G_KLK020,,,
7706,,Major,7/9/2020 1:33,TRUE,7/9/2020 1:35,2G_KLK020,,,
