ALARM_NUMBER;SEVERITY;ALARM_TIME;CANCEL_STATE;CANCEL_TIME;NAME;CONSECUTIVE_NUMBER;ALARM_INSERTION_TIME;ALARM_UPDATE_TIME
7706;Major;07/09/2020 03:04;TRUE;07/09/2020 03:05;2G_KLK020;;;
7706;Major;07/09/2020 03:03;TRUE;07/09/2020 03:03;2G_KLK020;;;
7706;Major;07/09/2020 03:00;TRUE;07/09/2020 03:01;2G_KLK020;;;
7706;Major;07/09/2020 02:59;TRUE;07/09/2020 03:00;2G_KLK020;;;
7706;Major;07/09/2020 02:58;TRUE;07/09/2020 02:59;2G_KLK020;;;
7706;Major;07/09/2020 02:57;TRUE;07/09/2020 02:57;2G_KLK020;;;
7706;Major;07/09/2020 02:54;TRUE;07/09/2020 02:56;2G_KLK020;;;
7706;Major;07/09/2020 02:53;TRUE;07/09/2020 02:53;2G_KLK020;;;
7706;Major;07/09/2020 02:51;TRUE;07/09/2020 02:52;2G_KLK020;;;
7706;Major;07/09/2020 02:47;TRUE;07/09/2020 02:48;2G_KLK020;;;
7706;Major;07/09/2020 02:46;TRUE;07/09/2020 02:46;2G_KLK020;;;
7706;Major;07/09/2020 02:45;TRUE;07/09/2020 02:45;2G_KLK020;;;
7706;Major;07/09/2020 02:43;TRUE;07/09/2020 02:43;2G_KLK020;;;
7786;Major;07/09/2020 02:41;TRUE;07/09/2020 02:42;3G_ZG002;;;
7706;Major;07/09/2020 02:40;TRUE;07/09/2020 02:42;2G_KLK020;;;
7706;Major;07/09/2020 02:39;TRUE;07/09/2020 02:40;2G_KLK020;;;
7706;Major;07/09/2020 02:38;TRUE;07/09/2020 02:38;2G_KLK020;;;
7706;Major;07/09/2020 02:36;TRUE;07/09/2020 02:37;2G_KLK020;;;
7706;Major;07/09/2020 02:35;TRUE;07/09/2020 02:35;2G_KLK020;;;
7706;Major;07/09/2020 02:33;TRUE;07/09/2020 02:34;2G_KLK020;;;
7706;Major;07/09/2020 02:32;TRUE;07/09/2020 02:33;2G_KLK020;;;
7706;Major;07/09/2020 02:29;TRUE;07/09/2020 02:31;2G_KLK020;;;
7706;Major;07/09/2020 02:27;TRUE;07/09/2020 02:28;2G_KLK020;;;
7706;Major;07/09/2020 02:25;TRUE;07/09/2020 02:26;2G_KLK020;;;
7786;Major;07/09/2020 02:25;TRUE;07/09/2020 02:25;3G_ZG002;;;
7786;Major;07/09/2020 02:25;TRUE;07/09/2020 02:25;3G_ZG051;;;
7786;Major;07/09/2020 02:25;TRUE;07/09/2020 02:25;3G_ZG004;;;
7786;Major;07/09/2020 02:25;TRUE;07/09/2020 02:25;3G_ZG052;;;
7706;Major;07/09/2020 02:24;TRUE;07/09/2020 02:24;2G_KLK020;;;
7706;Major;07/09/2020 02:22;TRUE;07/09/2020 02:23;2G_KLK020;;;
7706;Major;07/09/2020 02:20;TRUE;07/09/2020 02:21;2G_KLK020;;;
7706;Major;07/09/2020 02:17;TRUE;07/09/2020 02:18;2G_KLK020;;;
7706;Major;07/09/2020 02:15;TRUE;07/09/2020 02:15;2G_KLK020;;;
7706;Major;07/09/2020 02:13;TRUE;07/09/2020 02:14;2G_KLK020;;;
